pair_id,hand_path,hand_tag,nail_path,nail_source,out_name
canon_023_reaching_down_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_medium_softpink.png,reaching_down_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_484207397454380815.jpg,pinterest,canon_023_reaching_down_medium.png
canon_024_reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_deep_softblue.png,reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_13.png,enhanced,canon_024_reaching_down_deep.png
canon_025_fingers_cupped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_fair_offwhite.png,fingers_cupped_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_23995810511630844.jpg,pinterest,canon_025_fingers_cupped_fair.png
canon_026_fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_medium_softbeige.png,fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_14.png,enhanced,canon_026_fingers_cupped_medium.png
canon_027_fingers_cupped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_deep_softpink.png,fingers_cupped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_1095359940640490267.jpg,pinterest,canon_027_fingers_cupped_deep.png
canon_028_palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_fair_offwhite.png,palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_15.png,enhanced,canon_028_palm_down_top_fair.png
canon_029_palm_down_top_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_medium_softblue.png,palm_down_top_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_153615037285294171.jpg,pinterest,canon_029_palm_down_top_medium.png
canon_030_palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_deep_offwhite.png,palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_16.png,enhanced,canon_030_palm_down_top_deep.png
canon_031_fist_thumb_up_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_fair_softblue.png,fist_thumb_up_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_938226534901492359_1400863597.png,pinterest,canon_031_fist_thumb_up_fair.png
canon_032_fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_medium_offwhite.png,fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_17.png,enhanced,canon_032_fist_thumb_up_medium.png
canon_033_fist_thumb_up_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_deep_softblue.png,fist_thumb_up_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_918945498959508944_3257278460.jpg,pinterest,canon_033_fist_thumb_up_deep.png
canon_034_two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_fair_softbeige.png,two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_18.png,enhanced,canon_034_two_hands_clasped_fair.png
canon_035_two_hands_clasped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_deep_softpink.png,two_hands_clasped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_1109152214485119598_2301040818.jpg,pinterest,canon_035_two_hands_clasped_deep.png
canon_036_reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_fair_softbeige.png,reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_19.png,enhanced,canon_036_reaching_down_fair.png
canon_037_reaching_down_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_medium_softpink.png,reaching_down_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_1196337405019714.jpg,pinterest,canon_037_reaching_down_medium.png
canon_038_reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_deep_softblue.png,reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_20.png,enhanced,canon_038_reaching_down_deep.png
canon_039_fingers_cupped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_fair_offwhite.png,fingers_cupped_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_965177763901938966_3498775491.jpg,pinterest,canon_039_fingers_cupped_fair.png
canon_040_fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_medium_softbeige.png,fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_21.png,enhanced,canon_040_fingers_cupped_medium.png
canon_041_fingers_cupped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_deep_softpink.png,fingers_cupped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_758926974751480236_5370613061898344876.jpg,pinterest,canon_041_fingers_cupped_deep.png
canon_042_palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_fair_offwhite.png,palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_22.png,enhanced,canon_042_palm_down_top_fair.png
canon_043_palm_down_top_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_medium_softblue.png,palm_down_top_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_1141451468048598378_2335675240.jpg,pinterest,canon_043_palm_down_top_medium.png
canon_044_palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_deep_offwhite.png,palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_23.png,enhanced,canon_044_palm_down_top_deep.png
canon_045_fist_thumb_up_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_fair_softblue.png,fist_thumb_up_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_829225350193193118.jpg,pinterest,canon_045_fist_thumb_up_fair.png
canon_046_fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_medium_offwhite.png,fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_24.png,enhanced,canon_046_fist_thumb_up_medium.png
canon_047_fist_thumb_up_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_deep_softblue.png,fist_thumb_up_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_904238431431167133_547676263.jpg,pinterest,canon_047_fist_thumb_up_deep.png
canon_048_two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_fair_softbeige.png,two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_25.png,enhanced,canon_048_two_hands_clasped_fair.png
canon_049_two_hands_clasped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_deep_softpink.png,two_hands_clasped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_514677063699856052.jpg,pinterest,canon_049_two_hands_clasped_deep.png
canon_050_reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_fair_softbeige.png,reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_26.png,enhanced,canon_050_reaching_down_fair.png
canon_051_reaching_down_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_medium_softpink.png,reaching_down_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_592997475979289867_1859631919.jpg,pinterest,canon_051_reaching_down_medium.png
canon_052_reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_deep_softblue.png,reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_27.png,enhanced,canon_052_reaching_down_deep.png
canon_053_fingers_cupped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_fair_offwhite.png,fingers_cupped_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_11259067814459349.jpg,pinterest,canon_053_fingers_cupped_fair.png
canon_054_fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_medium_softbeige.png,fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_28.png,enhanced,canon_054_fingers_cupped_medium.png
canon_055_fingers_cupped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_deep_softpink.png,fingers_cupped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_748793875570473681_3383105232.jpg,pinterest,canon_055_fingers_cupped_deep.png
canon_056_palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_fair_offwhite.png,palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_29.png,enhanced,canon_056_palm_down_top_fair.png
canon_057_palm_down_top_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_medium_softblue.png,palm_down_top_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_557672366381607470.jpg,pinterest,canon_057_palm_down_top_medium.png
canon_058_palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_deep_offwhite.png,palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_30.png,enhanced,canon_058_palm_down_top_deep.png
canon_059_fist_thumb_up_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_fair_softblue.png,fist_thumb_up_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_23503229299434439.jpg,pinterest,canon_059_fist_thumb_up_fair.png
canon_060_fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_medium_offwhite.png,fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_31.png,enhanced,canon_060_fist_thumb_up_medium.png
canon_061_fist_thumb_up_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_deep_softblue.png,fist_thumb_up_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_4603593696263382656.jpg,pinterest,canon_061_fist_thumb_up_deep.png
canon_062_two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_fair_softbeige.png,two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_32.png,enhanced,canon_062_two_hands_clasped_fair.png
canon_063_two_hands_clasped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_deep_softpink.png,two_hands_clasped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_923097254879024957_681265139.jpg,pinterest,canon_063_two_hands_clasped_deep.png
canon_064_reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_fair_softbeige.png,reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_33.png,enhanced,canon_064_reaching_down_fair.png
canon_065_reaching_down_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_medium_softpink.png,reaching_down_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_1081778772993932572_239557973.jpg,pinterest,canon_065_reaching_down_medium.png
canon_066_reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_deep_softblue.png,reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_34.png,enhanced,canon_066_reaching_down_deep.png
canon_067_fingers_cupped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_fair_offwhite.png,fingers_cupped_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_815573814858033745.jpg,pinterest,canon_067_fingers_cupped_fair.png
canon_068_fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_medium_softbeige.png,fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_35.png,enhanced,canon_068_fingers_cupped_medium.png
canon_069_fingers_cupped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_deep_softpink.png,fingers_cupped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_979744093954599937_1851463749.jpg,pinterest,canon_069_fingers_cupped_deep.png
canon_070_palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_fair_offwhite.png,palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_36.png,enhanced,canon_070_palm_down_top_fair.png
canon_071_palm_down_top_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_medium_softblue.png,palm_down_top_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_201747258300461813.jpg,pinterest,canon_071_palm_down_top_medium.png
canon_072_palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_deep_offwhite.png,palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_37.png,enhanced,canon_072_palm_down_top_deep.png
canon_073_fist_thumb_up_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_fair_softblue.png,fist_thumb_up_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_758926974751480236_5370613199337298348.jpg,pinterest,canon_073_fist_thumb_up_fair.png
canon_074_fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_medium_offwhite.png,fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_38.png,enhanced,canon_074_fist_thumb_up_medium.png
canon_075_fist_thumb_up_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_deep_softblue.png,fist_thumb_up_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_1116540932612977531_3879091293.jpg,pinterest,canon_075_fist_thumb_up_deep.png
canon_076_two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_fair_softbeige.png,two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_39.png,enhanced,canon_076_two_hands_clasped_fair.png
canon_077_two_hands_clasped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_deep_softpink.png,two_hands_clasped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_236579786670140841.jpg,pinterest,canon_077_two_hands_clasped_deep.png
canon_078_reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_fair_softbeige.png,reaching_down_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_40.png,enhanced,canon_078_reaching_down_fair.png
canon_079_reaching_down_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_medium_softpink.png,reaching_down_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_633387444316487_3516824343.jpg,pinterest,canon_079_reaching_down_medium.png
canon_080_reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_reaching_down_deep_softblue.png,reaching_down_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_41.png,enhanced,canon_080_reaching_down_deep.png
canon_081_fingers_cupped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_fair_offwhite.png,fingers_cupped_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_885590714243402013.jpg,pinterest,canon_081_fingers_cupped_fair.png
canon_082_fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_medium_softbeige.png,fingers_cupped_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_42.png,enhanced,canon_082_fingers_cupped_medium.png
canon_083_fingers_cupped_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fingers_cupped_deep_softpink.png,fingers_cupped_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_864691197271561869_4288413803.jpg,pinterest,canon_083_fingers_cupped_deep.png
canon_084_palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_fair_offwhite.png,palm_down_top_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_43.png,enhanced,canon_084_palm_down_top_fair.png
canon_085_palm_down_top_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_medium_softblue.png,palm_down_top_medium,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_514677063699733840.jpg,pinterest,canon_085_palm_down_top_medium.png
canon_086_palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_palm_down_top_deep_offwhite.png,palm_down_top_deep,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_44.png,enhanced,canon_086_palm_down_top_deep.png
canon_087_fist_thumb_up_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_fair_softblue.png,fist_thumb_up_fair,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/korean nails/pinterest_650418371220496139.jpg,pinterest,canon_087_fist_thumb_up_fair.png
canon_088_fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_medium_offwhite.png,fist_thumb_up_medium,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_45.png,enhanced,canon_088_fist_thumb_up_medium.png
canon_089_fist_thumb_up_deep,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_fist_thumb_up_deep_softblue.png,fist_thumb_up_deep,/Users/nev4rb14su/workspace/dataset/nails_agent/raw/nails/pinterest/Search/japanese nail art/pinterest_69172544273861256_4222873672.png,pinterest,canon_089_fist_thumb_up_deep.png
canon_090_two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/hand_models/pool/hand_two_hands_clasped_fair_softbeige.png,two_hands_clasped_fair,/Users/nev4rb14su/workspace/meituan-nails/data/enhanced_style_46.png,enhanced,canon_090_two_hands_clasped_fair.png
